Date,Average Days on Market,Average Percent of Last List Price,Average Percent of Last Original Price,Average Price Per Square Foot,Average Sales Price,Closed Sales,Homes for Sale,Median Days on Market,Median Percent of Last List Price,Median Percent of Last Original Price,Median Price Per Square Foot,Median Sales Price,Months Supply of Inventory (Closed),Months Supply of Inventory (Pending),New Listings,Pending Sales
2016-06-01,0.10126582278481014,0.7131147540983607,0.7658227848101271,0.4679334916864608,0.392438218597186,0.6495098039215687,0.1287625418060201,0.03125,0.6296296296296298,0.7372881355932206,0.4904306220095692,0.3643790849673203,0.08035714285714285,0.0925925925925926,0.49272727272727274,0.6599999999999999
2016-07-01,0.12658227848101264,0.6639344262295088,0.7215189873417724,0.4584323040380047,0.3776706365810856,0.6200980392156863,0.14046822742474918,0.046875,0.5555555555555554,0.6694915254237293,0.48325358851674627,0.3921568627450981,0.08928571428571427,0.0925925925925926,0.5181818181818183,0.6675
2016-08-01,0.12658227848101264,0.5901639344262284,0.6582278481012658,0.4679334916864608,0.4077079208848309,0.6715686274509803,0.14214046822742477,0.046875,0.5555555555555554,0.6694915254237293,0.48325358851674627,0.4127450980392158,0.08928571428571427,0.0925925925925926,0.4527272727272727,0.6200000000000001
2016-09-01,0.11392405063291142,0.5409836065573765,0.6202531645569618,0.47030878859857483,0.3971758857364118,0.5759803921568627,0.14715719063545152,0.046875,0.5555555555555554,0.6694915254237293,0.4712918660287081,0.4045751633986928,0.09821428571428573,0.10185185185185185,0.4836363636363637,0.6200000000000001
2016-10-01,0.11392405063291142,0.5245901639344259,0.613924050632912,0.4655581947743468,0.3863415791807445,0.5931372549019608,0.13043478260869568,0.046875,0.5555555555555554,0.6694915254237293,0.4545454545454545,0.4045751633986928,0.08928571428571427,0.08333333333333333,0.39818181818181825,0.6000000000000001
2016-11-01,0.12658227848101264,0.5327868852459021,0.613924050632912,0.4560570071258907,0.4049937234966057,0.5441176470588235,0.09866220735785954,0.03125,0.5555555555555554,0.6694915254237293,0.4401913875598086,0.4104575163398694,0.07142857142857142,0.07407407407407407,0.29818181818181816,0.5225
2016-12-01,0.17721518987341775,0.5081967213114753,0.5822784810126587,0.4750593824228029,0.40827749014807546,0.5196078431372549,0.04849498327759198,0.046875,0.5555555555555554,0.6694915254237293,0.44976076555023925,0.42405228758169944,0.044642857142857144,0.037037037037037035,0.11454545454545456,0.41
2017-01-01,0.17721518987341775,0.5081967213114753,0.5822784810126587,0.5059382422802849,0.4256618432310566,0.43137254901960786,0.016722408026755856,0.046875,0.5555555555555554,0.6694915254237293,0.48325358851674627,0.43790849673202614,0.026785714285714295,0.027777777777777776,0.08181818181818185,0.305
2017-02-01,0.18987341772151897,0.5327868852459021,0.613924050632912,0.5534441805225654,0.4445188326328213,0.32843137254901966,0.01839464882943144,0.046875,0.5555555555555554,0.6694915254237293,0.5239234449760765,0.43137254901960786,0.026785714285714295,0.027777777777777776,0.17272727272727273,0.31250000000000006
2017-03-01,0.13924050632911392,0.6311475409836076,0.7215189873417724,0.5771971496437054,0.48422255669150194,0.3529411764705882,0.04347826086956523,0.03125,0.5555555555555554,0.6694915254237293,0.5382775119617224,0.45091503267973865,0.03571428571428572,0.037037037037037035,0.3527272727272727,0.45
