#,MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
20729137042,S,RESI,4308,36th Ave W,WA,"$420,000",1.75,"1,490",07/25/2010,700,Seattle,266.0,2
20829162241,S,RESI,1924,4th Ave W,WA,"$750,000",2.75,"2,480",07/25/2010,700,Seattle,9.0,3
20929139871,S,COND,801,2nd Ave N #302,WA,"$410,000",1.75,"1,057",07/26/2010,700,Seattle,182.0,1
21030624,S,COND,7,Highland Dr #501,WA,"$365,000",1.75,"1,050",07/26/2010,700,Seattle,127.0,2
21112504,S,RESI,2034,8th Ave N,WA,"$1,150,000",3.0,"3,180",07/26/2010,700,Seattle,148.0,3
21212711,S,COND,2034,8th Ave N,WA,"$1,150,000",3.0,"3,180",07/26/2010,700,Seattle,148.0,3
21378805,S,RESI,3721,W Fulton St,WA,"$870,000",2.75,"3,510",07/27/2010,700,Seattle,17.0,4
21482131,S,RESI,3255,11th Ave W,WA,"$1,393,549",2.5,"3,922",07/27/2010,700,Seattle,8.0,4
21585949,S,RESI,210,Boston St #A,WA,"$339,000",1.5,"1,170",07/27/2010,700,Seattle,155.0,2
21682492,S,RESI,2512,28th Ave W,WA,"$799,000",3.5,"3,570",07/27/2010,700,Seattle,89.0,4
21788330,S,RESI,3449,21st Ave W,WA,"$329,950",2.5,"1,400",07/28/2010,700,Seattle,10.0,3
21865581,S,RESI,2770,Westlake Ave N #6,WA,"$740,000",1.75,"1,151",07/28/2010,700,Seattle,42.0,2
21965605,S,RESI,3705,W Barrett St,WA,"$727,000",2.5,"2,950",07/28/2010,700,Seattle,60.0,4
22029131576,S,RESI,4335,29th Ave W,WA,"$435,000",1.75,"1,720",07/28/2010,700,Seattle,282.0,3
22175599,S,RESI,2014,W Barrett St,WA,"$630,000",3.5,"2,300",07/29/2010,700,Seattle,43.0,3
22280957,S,RESI,2542,12th Ave W,WA,"$842,500",2.75,"3,229",07/29/2010,700,Seattle,71.0,3
22346191,S,COND,415,W Mercer St #204,WA,"$350,000",1.75,"1,262",07/29/2010,700,Seattle,76.0,2
22429156778,S,RESI,3841,C 34th Ave W,WA,"$330,000",2.0,"1,480",07/29/2010,700,Seattle,226.0,2
22522836,S,RESI,1425,Willard Ave W,WA,"$2,250,000",4.25,"5,290",07/29/2010,700,Seattle,90.0,4
22640688,S,RESI,2200,32nd Ave W,WA,"$850,000",3.25,"3,410",07/29/2010,700,Seattle,130.0,3
22716866,S,RESI,2102,8th Ave N,WA,"$1,200,000",4.5,"3,340",07/29/2010,700,Seattle,294.0,3
22864679,S,RESI,2420,W Raye St,WA,"$425,000",1.75,"1,900",07/30/2010,700,Seattle,60.0,3
22983618,S,RESI,2012,Condon Wy W,WA,"$218,250",2.0,"1,150",07/30/2010,700,Seattle,22.0,4
23052259,S,RESI,2516,42nd Ave W,WA,"$773,000",2.5,"3,840",07/31/2010,700,Seattle,67.0,5
23189325,S,RESI,2575,10th Ave W,WA,"$625,000",1.5,"2,600",07/31/2010,700,Seattle,1.0,3
23267661,S,RESI,1450,Magnolia Blvd W,WA,"$620,000",2.75,"2,800",08/02/2010,700,Seattle,48.0,4
23377856,S,COND,2200,Thorndyke Ave W #208,WA,"$242,000",1.0,836,08/02/2010,700,Seattle,34.0,2
23471225,S,COND,1730,Taylor Ave N #209,WA,"$236,760",1.0,915,08/02/2010,700,Seattle,251.0,2
23585299,S,RESI,3528,W Lawton Cir,WA,"$975,000",2.5,"3,920",08/02/2010,700,Seattle,15.0,3
23657468,S,COND,228,Aloha St #403,WA,"$250,000",1.0,730,08/02/2010,700,Seattle,67.0,1
23790523,S,RESI,4030,34 Ave W,WA,"$369,950",1.0,"1,280",08/02/2010,700,Seattle,12.0,2
238101466,S,RESI,2127,7th Ave W,WA,"$1,485,000",4.25,"3,550",08/03/2010,700,Seattle,1.0,5
23962233,S,COND,7,Harrison St #39,WA,"$200,000",1.0,593,08/03/2010,700,Seattle,63.0,1
2405243,S,COND,1,Ward St #1-B,WA,"$742,600",2.5,"2,803",08/03/2010,700,Seattle,504.0,2
24143503,S,COND,530,4 Ave W #101,WA,"$325,000",1.0,"1,033",08/03/2010,700,Seattle,422.0,2
2423730,S,RESI,909,W Emerson St,WA,"$340,000",1.0,"1,720",08/04/2010,700,Seattle,137.0,3
24329157582,S,RESI,3510,29th Ave W,WA,"$634,000",2.5,"2,600",08/04/2010,700,Seattle,171.0,3
24452206,S,COND,330,W Olympic Place #301,WA,"$234,000",1.0,681,08/05/2010,700,Seattle,82.0,1
